Label,Count,Remarks
anthocyanins,1,
odorants,1,
electric power supplies,1,
ecology; multidisciplinary geosciences,1,
молодые ученые,1,
истина,1,
наука,1,
ammonium and nitrate,1,
научная истина,1,
forest composition,1,
821.161.1 русская литература,1,
plant microbial interactions,1,
искусство,1,
tree identity,1,
религия,1,
vtls000351123,1,
знание,1,
c fração leve,1,
análise multivariada,1,
light carbon fraction,1,
"biomass production, bioenergy supply, cellulosic ethanol, environmental trade-off analysis, bioeconomic modeling, epic, spatial configuration, local biomass processing, crop production/industries, environmental economics and policy, production economics, resource /energy economics and policy, q16, q15, q57, q18,",1,
costs and cost analysis,1,
metis-303151,1,
cattle dung,1,
dust forecast,1,
:enginyeria agroalimentària::ciències de la terra i de la vida::climatologia i meteorologia [àrees temàtiques de la upc],1,
dust particles,1,
tropospheric aerosols,1,
satellite aerosol optical depth,1,
modis dust aerosol (midas),1,
àrees temàtiques de la upc::enginyeria agroalimentària::ciències de la terra i de la vida::climatologia i meteorologia,1,
dust-glass,1,
conjunts de dades,1,
stratospheric aerosols,1,
dust aerosols,1,
midas,1,
merra-2,1,
lantana,1,
factors affecting sagebrush ecosystems and wildlife conservation,1,
tick,1,
policy making,1,
simulated environmental-change,1,
western canada,1,
alaskan arctic tundra,1,
response surfaces,1,
hylocomium-splendens,1,
pri biometris,1,
biotecnologia agrícola,1,
molecular conformation,1,
copt,1,
copper transport proteins,1,
multigene family,1,
tomàquets,1,
conserved sequence,1,
tropical ecosystems,1,
biotic controls,1,
cycle feedback,1,
resistant organic carbon,1,
savanna soils,1,
costing,1,
work efficiency; biomass; benchmarking; costing,1,
work efficiency,1,
chlorianted solvents,1,
"green rust, chlorianted solvents, remediation",1,
salicornia,1,
salicornia; itch; pain; human experimental model; neurogenic inflammation,1,
porous and non-porous electrodes,1,
electroactive biofilms,1,
plastic scintillator,1,
fibre dosimeters,1,
x-ray pulses,1,
rain exclusion; testate amoebae; ergosterol; microbial biomass; food web,1,
rain exclusion,1,
community ecology - original research,1,
life sciences; ecology; plant sciences,1,
juglans,1,
chlorinated solvents,1,
compound stable isotope analysis,1,
"chlorinated solvents, remediation, compound stable isotope analysis",1,
balances,1,
"biotic interactions, determinants of plant community diversity and structure, edaphic variation, environmental control, matrix regression, precipitation, pteridophyta, seed and spore dispersal, tropical forests, turnover rates",1,
sensitivity and specificity,1,
sendai framework,1,
soil carbon; carbon sequestration; long-term experiment; soil management,1,
root-knot nematodes,1,
adolescent,1,
"general biochemistry, genetics and molecular biology",1,
biotherapeutics,1,
child,1,
faecalibacterium,1,
aged,1,
age factors,1,
infant,1,
"faecalibacterium prausnitzii, gut microbiome, strain diversity, pangenome, novel probiotics, biotherapeutics",1,
"child, preschool",1,
novel probiotics,1,
macaca,1,
strain diversity,1,
general agricultural and biological sciences,1,
dust; optical modelling; photovoltaic; reliability; soiling; spectral losses,1,
coumaric acids,1,
bio-based industries innovation action - demonstration,1,
enzymatic extraction,1,
subtilisins,1,
biorefinery; enzymatic extraction; ferulic acid; polyphenols; steam explosion; wheat bran,1,
steam explosion,1,
alpha-amylases,1,
root failure mechanisms,1,
root reinforcement,1,
"root reinforcement, root-soil interaction,root failure mechanisms ,shallow landslides",1,
root-soil interaction,1,
baixo vale do tejo,1,
liquefação sísmica,1,
microzonamento,1,
suscetibilidade à liquefação,1,
biochemical phenomena,1,
wind turbines; data-driven framework; uncertainty propagation; operational spectrum; time varying autoregressive moving average (tv-arma) models; polynomial chaos expansion (pce),1,
data-driven framework; operational spectrum; polynomial chaos expansion (pce); time varying autoregressive moving average (tv-arma) models; uncertainty propagation; wind turbines,1,
microbiologie du sol,1,
metaphire posthuma,1,
biolog analysis,1,
vdp::mathematics and natural science: 400::zoology and botany: 480::ecology: 488,1,
vdp::mathematics and natural science: 400::zoology and botany: 480::plant physiology: 492,1,
soil carbon and nitrogen cycling,1,
soil microbial physiology,1,
soil biogeochemical model,1,
bayesian parameter estimation,1,
sequential coring,1,
decision matrix,1,
fine root stock,1,
in-growth core,1,
turnover rate,1,
biomass; necromass; fine root stock; root production; sequential coring; in-growth core; turnover rate; carbon efflux; decision matrix,1,
carbon efflux,1,
semiarid agroecosystems,1,
mean weight diameter,1,
aggregate-associated carbon,1,
superoxide dismutase,1,
analytical apparatus,1,
electrochecmial,1,
electrochemical analysis,1,
plant patches,1,
deciduous shrubs,1,
dwarf shrubs,1,
voc emission modeling,1,
biosphere-atmosphere interactions,1,
/dk/atira/pure/subjectarea/asjc/2300/2307,1,
/dk/atira/pure/subjectarea/asjc/3000/3005,1,
/dk/atira/pure/subjectarea/asjc/2300/2310,1,
naphthalenes,1,
phenanthrenes,1,
voltammetry,1,
ag ions,1,
povidone,1,
ion-selective electrode,1,
ag complexes,1,
suspensions,1,
zwitserland,1,
zweden,1,
"biophysical phenomena; climate change; population density; sunlight; temperature; time factors; climate; models, theoretical; plant physiological phenomena; satellite imagery",1,
biophysical phenomena,1,
amazonian droughts,1,
vapor pressure deficit,1,
enrichissement en gaz carbonique,1,
concentration élevée en co2,1,
ammonia oxidation,1,
defence responses; fusarium oxysporum f. sp. lycopersici; arbuscular mycorrhizal fungi; gene expression; lignin biosynthesis; microbiota; suppressive and conducive soils; susceptible and resistant genotypes; tomato; plant science,1,
fusarium,1,
fusarium oxysporum f. sp. lycopersici,1,
leguminous cover crop,1,
15n labelling,1,
tunisian arid ecosystem,1,
understory vegetation,1,
richesse des espèces,1,
acacia tortilis,1,
tree presence,1,
campylobacter coli,1,
campylobacter jejuni,1,
liquefaction analyses; numerical modeling; 2012 emilia earthquake; liquefact,1,
advanced biofuel; agricultural intensification; cereal; energy crops; intercrop; legume,1,
l-cysteine,1,
field margins,1,
"pattern analysis, configuration, composition, landscape metrics",1,
spitsbergen,1,
tundra vegetation,1,
goose grazing,1,
mg suite,1,
earth mantle,1,
kolaps kavitacijskega oblaka,1,
shock waves,1,
udarni valovi,1,
visokofrekvenčno snemanje,1,
cloud collapse,1,
high speed video,1,
bio/04 - fisiologia vegetale,1,
light-harvesting protein complexes,1,
down-regulation,1,
chlorophyll a fluorescence,1,
antioxidant enzyme; ascorbate-glutathione cycle; chlorophyll a fluorescence; gas exchange; oak,1,
ascorbate-glutathione cycle,1,
antioxidant enzyme; ascorbate-glutathione cycle; chlorophyll a fluorescence; gas exchange; oak.,1,
antioxidant enzyme,1,
104002 analytische chemie,1,
104002 analytical chemistry,1,
104023 umweltchemie,1,
210004 nanomaterials,1,
earthworm eisenia-andrei,1,
104023 environmental chemistry,1,
knowledge gaps,1,
210004 nanomaterialien,1,
biogeochemical controls,1,
land-use change ; nitrous-oxide ; rain-forest ;biogeochemical controls ; chamber measurements ; spatial variation ; co2 ;emissions; n2o ; respiration,1,
rain-forest ;biogeochemical controls,1,
chamber measurements,1,
co2 ;emissions; n2o,1,
species complementarity,1,
interspecific competition,1,
mixedwoods,1,
intraspecific competition,1,
ecological modelling,1,
environment (including climate change),1,
rural digital europe,1,
fp7,1,
sp1-cooperation,1,
kanpur,1,
indo-gangetic plains,1,
kalyani,1,
ludhiana,1,
humid zones,1,
sabour,1,
microbial habitat,1,
root anatomy and architecture; soil resource acquisition; endosphere and rhizosphere; microbial habitat; agriculture,1,
soil resource acquisition,1,
root anatomy and architecture,1,
endosphere and rhizosphere,1,
soil-co2 emissions,1,
picrust,1,
co-occurrence; conventional farming; manure; organic farming; picrust; soil bacteria,1,
co-occurrence,1,
"seismic catalog, seismic network, quarry blasts, b-value, seismicity rates",1,
magnitude,1,
bio‐crude,1,
htl,1,
aqueous phase recycling; sewage sludge; activated carbon; htl; bio-crude,1,
microbiology (microbiology in the medical area to be 30109),1,
/dk/atira/pure/core/keywords/nachhaltigkeitswissenschaft; name=sustainability science,1,
/dk/atira/pure/core/keywords/biology; name=ecosystems research,1,
molecular weight,1,
kraft lignin; lignosulfonate; cota; laccase; oxidation; purity; isolation; precipitation,1,
hexuronic acids,1,
acetylation,1,
methylation,1,
microwaves,1,
investigate,1,
world map,1,
geographically weighted regression,1,
framework,1,
context,1,
distribuição de tamanho de poros,1,
dejetos animais,1,
monitor,1,
ca,1,
oxalate,1,
bone,1,
microbiologie,1,
agro-climate zones,1,
pmcs,1,
viticulture,1,
raisin,1,
génotype,1,
agro-climate zones;genotype;grapevine;microbiome;phyllosphere;pmcs;terroir,1,
sélection végétale,1,
eragrostis,1,
"data interpretation, statistical",1,
micro tom,1,
"azotobacter chroococcum; micro tom; plant nutrition; rhizobacteria; salinity; tomato; adaptation, physiological; azotobacter; gene expression regulation, plant; lycopersicon esculentum; nitrogen; plant leaves; plant roots; rhizosphere; salt tolerance; symbiosis; plant science",1,
rhizobacteria,1,
lycopersicon esculentum,1,
salt tolerance,1,
gene expression regulation,1,
azotobacter,1,
azotobacter chroococcum,1,
infestation,1,
maize varieties,1,
sowing,1,
crop diversity,1,
strigolactone signaling in plant interactions,1,
imazapyr-resistant hybrids,1,
31 ciencias agrarias,1,
orchard,1,
abscisic acid (aba); after-effect of drought; hormone signalling; osmotic stress; solanum lycopersicum; stomata; stress-responsive microrna,1,
micrornas,1,
"rna, plant",1,
"heterocyclic compounds, 3-ring",1,
terrestrial planet accretion,1,
late-veneer,1,
palladium,1,
polyphenol extraction,1,
pore structure,1,
diffusion,1,
processing tomato yield and quality,1,
intensive agriculture; processing tomato yield and quality; soil nutrients; ecology; animal science and zoology; agronomy and crop science,1,
n20 emission,1,
fao-56 model,1,
13c natural abundance,1,
legume cover crops,1,
mucuna pruriens,1,
analyse statistique,1,
npk,1,
benin organic-matter dynamics,1,
legumineuse tropicale,1,
c-13 abundance,1,
cultivar ‘mencía’,1,
ingeniería agrícola,1,
mencía,1,
acid soil; cultivar ‘mencía’; fruit set; aluminium saturation; total acidity,1,
acid soils,1,
agriculture; soil science,1,
neurons,1,
"models, neurological",1,
reaction time,1,
action potentials,1,
differential threshold,1,
qtl,1,
broccoli; genetic map; purple sepal; qtl; slaf; brassica; chromosome mapping; inflorescence; pigmentation; quantitative trait loci,1,
purple sepal,1,
inflorescence,1,
bacillus cereus,1,
antimicrobials; bacillus cereus; biofilm; food industry; metagenomics,1,
gadgil effect,1,
boreal forest soil,1,
functional gene profile,1,
saprotrophs,1,
land use practices,1,
long-term monitoring,1,
salix fragilis,1,
dna stable isotope probing,1,
anzsrc::3004 crop and pasture production,1,
land and farm management,1,
anzsrc::3002 agriculture,1,
geometric nonlinearity; floating frame of reference; modal derivatives; rubin substructuring; mean-axis frame,1,
rubin substructuring,1,
modal derivatives,1,
geometric nonlinearity,1,
mean-axis frame,1,
518,1,
floating frame of reference,1,
dry forest,1,
sustainable forestry,1,
eastern amazon,1,
decomposer community,1,
plant species composition,1,
c:n ratio,1,
"land cover, esa sentinel, crowd-generating data, rift valley, fluoride",1,
soil biogeochemistry across central and south american tropical dry forests,1,
assimilation systems,1,
land data,1,
sphagnum magellanicum,1,
rhynchospora alba,1,
greenhouse experiment,1,
"nitrogen, barley, chlorophyll, chlorophyll fluorescence",1,
herbicide losses,1,
field observations,1,
buffer zones,1,
pesticide risk areas,1,
climate ecology,1,
false alarm,1,
tropical cyclone intensity and climate change,1,
warning system,1,
biological n-2-fixation,1,
biological n2-fixation,1,
rhizosphere acidification,1,
"adsorption, aging effects,groundwater remediation, iron (oxyhydr)oxides, mineral stability",1,
"sand, liquefaction susceptibility, ground improvement, low-pressure grouting, nanosilicate",1,
low-pressure grouting,1,
nanosilicate,1,
technological innovations,1,
teknologiset innovaatiot,1,
kestävyys,1,
renewable energy directive targets,1,
value chains,1,
14c,1,
roof,1,
/dk/atira/pure/core/keywords/559804261,1,
enzyme catalysis; halide exchange; haloalkane dehalogenase; nucleophilic substitution; redirection of reaction; transhalogenation,1,
soil voc exchange,1,
foliar net photosynthetic rates,1,
mediterranean holm oak forest,1,
soil co2 exchange,1,
regolith sintering,1,
in situ resource utilization,1,
plagioclase,1,
lunar simulants,1,
raw earth material; soil suitability; hypercompaction; durability,1,
